POSTED_BY,UNDER_CONSTRUCTION,RERA,BHK_NO.,BHK_OR_RK,SQUARE_FT,READY_TO_MOVE,RESALE,ADDRESS,LONGITUDE,LATITUDE,TARGET(PRICE_IN_LACS)
Dealer,0,0,2,BHK,918.0474698,1,1,"Periyapanicheri,Chennai",13.09,80.27,41.0
Dealer,1,1,3,BHK,1157.105606,0,1,"Sarjapur Road,Bangalore",12.86,77.786,71.0
Owner,0,1,1,BHK,599.6641881,1,1,"Chakan,Pune",18.744775,73.823649,25.0
Owner,0,1,3,BHK,1110.49417,1,1,"Mahawadiya,Bhopal",23.11702,77.39529,20.0
Dealer,1,1,3,BHK,1030.972121,0,0,"Kanjur marg (west),Mumbai",19.221571,73.042474,240.0
Owner,0,0,2,BHK,1100.009167,1,1,"3rd Block Jayanagar,Bangalore",12.925,77.595,120.0
Owner,0,0,2,BHK,750.0506791,1,1,"Yerwada,Pune",18.559756,73.882438,37.0
Dealer,0,0,3,BHK,2531.64557,1,1,"Kodbisanhalli,Bangalore",12.96991,77.59796,210.0
Owner,0,0,1,BHK,520.0,1,1,"Kamothe,Lalitpur",19.0168,73.09646,39.0
Dealer,0,0,2,BHK,1045.2796119999998,1,1,"Seven Bunglow,Maharashtra",18.537563,73.900063,220.0
Dealer,0,1,4,BHK,2577.082375,1,1,"Chembur,Lalitpur",19.05871,72.89969,560.0
Dealer,1,1,3,BHK,2100.179695,0,1,"Zirakpur,Chandigarh",30.662283,76.822397,93.5
Owner,0,1,3,BHK,1527.973672,1,1,"Sector-168 Noida,Noida",28.494868,77.410298,65.0
Dealer,0,0,1,BHK,600.0,1,1,"Sector-8A Airoli,Lalitpur",23.687594,86.156601,75.0
Dealer,0,0,3,BHK,1358.818734,1,1,"Dahisar (East),Maharashtra",19.256471,72.868815,150.0
Dealer,0,0,2,BHK,810.0272851,1,1,"Louis Wadi,Lalitpur",24.69028,78.41889,95.0
Dealer,0,1,2,BHK,1150.0,1,1,"Ahinsa Khand 1,Ghaziabad",28.9196,76.8972,46.0
Owner,0,0,3,BHK,1635.444544,1,1,"Crossing Republik,Ghaziabad",28.629811,77.434197,55.0
Dealer,0,0,4,BHK,2699.859748,1,1,"Sector 48 Faridabad,Faridabad",28.404684000000003,77.287122,77.0
Dealer,0,0,2,BHK,1161.350263,1,1,"Model Colony,Pune",30.131866,77.296756,150.0
Dealer,1,1,1,BHK,454.0117417,0,0,"Majiwada,Mumbai",19.218498,72.992114,58.0
Owner,0,1,2,BHK,1150.202977,1,1,"Sector-75 Noida,Noida",28.576117,77.382136,51.0
Dealer,0,0,3,BHK,1657.824934,1,1,"Mahadevpura,Bangalore",12.934997,77.61585699999999,150.0
Dealer,0,0,4,BHK,1940.352138,1,1,"Crossing Republik,Ghaziabad",28.629811,77.434197,54.0
Dealer,1,0,2,BHK,701.0515774,0,1,"New Barrakpur,Kolkata",22.680731,88.442807,14.0
Dealer,0,0,1,BHK,720.0338839,1,1,"Ganesh Mala,Pune",18.52361,73.84778,68.0
Owner,0,1,3,BHK,1598.8101880000002,1,1,"Mahalunge,Pune",18.573994,73.753171,86.0
Dealer,1,0,2,BHK,911.4285714,0,1,"Kengeri Satellite Town Stage 1,Bangalore",12.91,77.48,31.9
Dealer,0,0,2,BHK,701.9185774,1,1,"Chembur,Mumbai",19.05871,72.89969,180.0
Dealer,0,0,3,BHK,1562.237527,1,1,"Jessore Road,Kolkata",22.54111,88.33778000000001,93.0
Dealer,1,1,3,BHK,1458.789205,0,0,"Sector-109 Gurgaon,Gurgaon",28.510825,77.006087,100.0
Dealer,0,0,3,BHK,2000.0,1,1,"Breach Candy,Mumbai",18.967801,72.804393,1200.0
Owner,0,0,1,BHK,550.0084617000001,1,1,"Virar,Palghar",19.444083,72.835286,32.5
Dealer,0,1,3,BHK,2143.260011,1,1,"Chembur,Lalitpur",19.05871,72.89969,570.0
Dealer,1,1,4,BHK,3066.666667,0,1,"Malviya Nagar,Jaipur",26.850391,75.814198,230.0
Dealer,1,1,2,BHK,631.3559322000001,0,0,"Deopuri,Raipur",21.202573,81.675174,14.9
Owner,0,1,3,BHK,1400.037334,1,1,"Hosa Road,Bangalore",12.863589,77.656426,75.0
Dealer,0,0,2,BHK,1303.214596,1,1,"Jessore Road,Kolkata",22.54111,88.33778000000001,75.0
Dealer,0,0,2,BHK,1089.133701,1,1,"Sector 20 Kamothe,Mumbai",28.5822,77.3293,87.0
Dealer,0,0,3,BHK,2113.309353,1,1,"Action Area III,Kolkata",22.54111,88.33778000000001,94.0
Dealer,0,1,3,BHK,1345.194185,1,1,"Sector-78 Noida,Noida",28.560719,77.386208,62.0
Dealer,0,0,3,BHK,1600.0,1,1,"PAL,Surat",21.17,72.83,56.0
Dealer,0,0,3,BHK,1910.176236,1,1,"Zirakpur,Chandigarh",30.662283,76.822397,67.2
Owner,0,0,4,BHK,45.00019149,1,1,"Swarn Jayanti Vihar,Kanpur",26.4725,80.33111,23.5
Owner,0,0,2,BHK,1450.209475,1,1,"Hennur Road,Bangalore",13.0306,77.6485,90.0
Dealer,0,0,3,BHK,1980.19802,1,1,"Action area 1A,Kolkata",22.582439,88.451577,110.0
Dealer,0,1,2,BHK,1419.920651,1,1,"Sector-119 Noida,Noida",28.587711,77.403123,68.0
Dealer,1,0,2,BHK,1118.181818,0,1,"Nagarbhavi,Bangalore",12.957468,77.516563,49.2
Builder,1,1,2,BHK,686.5475995,0,0,"Pisoli,Maharashtra",18.440853,73.90536,41.9
Owner,0,0,9,BHK,5866.666667,1,1,"Durgapura,Jaipur",26.846445000000003,75.789951,220.0
Dealer,1,1,1,BHK,680.0464422,0,1,"Kolshet Road,Lalitpur",24.69028,78.41889,82.0
Dealer,0,0,2,BHK,814.9010477,1,1,"Rajarhat,Kolkata",22.54111,88.33778000000001,21.0
Owner,0,0,1,BHK,405.6291391,1,1,"Kalol,Gandhinagar",23.2257,72.51679,14.7
Owner,0,0,3,BHK,1525.37401,1,1,"Crossing Republik,Ghaziabad",28.629811,77.434197,52.0
Dealer,0,0,3,BHK,1517.660044,1,1,"Palanpur,Surat",21.17,72.83,55.0
Dealer,0,1,1,BHK,625.0,1,1,"Naigaon (East),Lalitpur",19.35269,72.864824,26.0
Owner,0,1,3,BHK,1968.826907,1,1,"Sector-168 Noida,Noida",28.494868,77.410298,120.0
Dealer,0,0,3,BHK,1753.908906,1,1,"Sector-91 Mohali,Mohali",30.698017,76.679016,77.4
Dealer,1,0,2,BHK,601.9744762999999,0,1,"Konnagar,Kolkata",22.7,88.35,25.0
Dealer,0,1,1,BHK,650.0072223,1,1,"Sector 17 Ulwe,Lalitpur",18.964489,73.019574,45.0
Dealer,1,1,3,BHK,743.6665759,0,1,"Sector 85 Faridabad,Faridabad",28.406152,77.355951,27.3
Owner,0,0,3,BHK,1800.107469,1,1,"Kusumkhera,Haldwani",29.22,79.52,67.0
Dealer,0,0,2,BHK,1035.196687,1,1,"Amblipura,Bangalore",12.915026,77.668562,45.0
Owner,0,0,2,BHK,1256.127451,1,1,"Ganga Nagar,Bangalore",13.022485,77.588538,41.0
Dealer,0,0,3,BHK,1300.148588,1,1,"Amblipura,Bangalore",12.915026,77.668562,70.0
Dealer,1,1,2,BHK,849.5670995999999,0,1,"Thane West,Lalitpur",19.18,72.96333,78.5
Owner,1,0,1,BHK,1050.030883,0,1,"Kakkanad,Kochi",9.930471,76.271273,51.0
Dealer,1,0,1,BHK,474.1935484,0,1,"Salugara,Siliguri",26.724219,88.326357,14.7
Owner,0,0,2,BHK,960.0,1,1,"Electronics City Phase 1,Bangalore",12.840956,77.659441,42.0
Owner,0,0,2,BHK,1460.101868,1,1,"Crossing Republik,Ghaziabad",28.629811,77.434197,43.0
Owner,0,0,2,BHK,986.1932939,1,1,"Oragadam,Chennai",13.09,80.27,45.0
Dealer,0,1,4,BHK,4656.390495000001,1,0,"Sector-112 Gurgaon,Gurgaon",28.525772,77.013644,290.0
Owner,0,0,2,BHK,1245.189042,1,1,"Bistupur,Jamshedpur",22.788421,86.180615,55.0
Owner,0,0,3,BHK,1860.288535,1,1,"New Town,Kolkata",22.5922,88.484911,98.0
Dealer,0,0,2,BHK,850.9672661000001,1,1,"Goregaon (East),Lalitpur",19.1615,72.8731,150.0
Owner,0,0,2,BHK,1120.071685,1,1,"JP Nagar,Bangalore",12.905368,77.580403,75.0
Dealer,0,1,3,BHK,1639.240905,1,1,"Wadala East,Maharashtra",19.014858,72.8662,520.0
Dealer,0,0,3,BHK,1638.080555,1,1,"VIP Haldirams,Kolkata",22.58335,88.354623,85.0
Dealer,0,0,3,BHK,2307.41924,1,1,"Sector-107 Gurgaon,Gurgaon",28.507037,76.970772,130.0
Dealer,0,0,4,BHK,2999.88462,1,1,"Kalyani Nagar,Pune",18.5481,73.8995,260.0
Dealer,0,0,3,BHK,1756.146513,1,1,"Kanjur Marg (East),Mumbai",19.221571,73.042474,280.0
Dealer,1,0,3,BHK,1471.297636,0,1,"Ajmer Road,Jaipur",26.928785,75.828002,30.5
Owner,0,1,2,BHK,1180.208806,1,1,"Gunjur,Bangalore",12.923762,77.736688,52.0
Dealer,0,0,3,BHK,1795.0708329999998,1,1,"Manpada,Lalitpur",24.69028,78.41889,370.0
Builder,1,0,2,BHK,1098.461538,0,0,"Thukalassery,Pathanamthitta",9.26472,76.78721999999999,35.7
Owner,0,0,1,BHK,552.0654864,1,1,"Kallikuppam,Chennai",13.09,80.27,29.0
Dealer,1,1,2,BHK,911.9380987,0,1,"Kolshet Road,Mumbai",19.249861,72.96386600000001,99.0
Dealer,0,0,3,BHK,1521.898427,1,1,"Thane West,Lalitpur",19.18,72.96333,270.0
Dealer,0,0,2,BHK,1050.204918,1,1,"Sahakar Nagar,Lalitpur",18.483321,73.850433,41.0
Dealer,0,0,3,BHK,1675.163875,1,1,"Sector-150 Noida,Noida",28.429614,77.481711,92.0
Dealer,0,1,2,BHK,941.8996629,1,1,"Sector-1 Vaishali,Ghaziabad",28.6423,77.3445,47.5
Dealer,1,0,2,BHK,862.3012664999999,0,1,"Tilak Nagar,Lalitpur",28.6396,77.0884,160.0
Dealer,0,0,3,BHK,1665.124884,1,1,"Undri,Pune",18.452663,73.93104,72.0
Owner,0,0,3,BHK,1310.219714,1,1,"Raj Nagar Extension,Ghaziabad",26.900926,75.775927,65.0
Owner,0,0,2,BHK,880.5031447,1,1,"Waghodia,Vadodara",22.294094,73.23368599999999,14.0
Dealer,0,0,2,BHK,999.0896677,1,1,"Madambakkam,Chennai",12.900422,80.159352,43.9
Dealer,1,1,2,BHK,687.7865777000001,0,1,"Fatehabad Road,Agra",27.1,78.19,16.5
Owner,0,0,1,BHK,320.0,1,1,"Patanjali Yogpeeth,Haridwar",29.892311,78.000723,12.0
Owner,0,0,2,BHK,849.8583569,1,1,"Alwar Bhiwadi Road,Bhiwadi",28.21,76.87,15.0
Owner,0,0,2,BHK,1200.0,1,1,"Bapod,Vadodara",22.304805,73.23414,21.0
Owner,0,0,2,BHK,799.8792635,1,1,"Vikay Colony,Latur",18.395217,76.55651999999999,26.5
Builder,1,1,1,BHK,606.5359477000001,0,0,"Gangapur,Lalitpur",24.69028,78.41889,23.2
Dealer,1,1,3,BHK,1623.913043,0,1,"Sector-150 Noida,Noida",28.429614,77.481711,74.7
Dealer,0,0,3,BHK,1520.912548,1,1,"New Town,Kolkata",22.5922,88.484911,80.0
Dealer,0,0,3,BHK,1187.8835869999998,1,1,"Anand Nagar,Lalitpur",18.476532,73.820689,120.0
Dealer,0,0,3,BHK,1490.1421369999998,1,1,"Sahakara Nagar,Bangalore",13.064,77.58,65.0
Owner,0,0,3,BHK,1950.13233,1,1,"Vaibhav Khand,Ghaziabad",28.9196,76.8972,140.0
Owner,0,1,2,BHK,850.0464868999999,1,1,"Sainath Nagar,Pune",18.628795,73.85299300000001,64.0
Dealer,0,1,2,BHK,341.9334784,1,0,"Purseni,Lucknow",26.707154,80.98234599999999,11.0
Owner,0,1,4,BHK,3308.215402,1,1,"Sector-107 Noida,Noida",28.546788,77.37849399999999,180.0
Dealer,0,0,2,BHK,800.0,1,1,"Bhakti Park,Mumbai",19.02767,72.88001,170.0
Owner,0,0,2,BHK,1037.105324,1,1,"Undri,Pune",18.452663,73.93104,45.0
Dealer,0,0,3,BHK,1400.0,1,1,"Manish Nagar,Nagpur",21.094632,79.074805,56.0
Dealer,1,1,3,BHK,1500.187523,0,0,"Kogilu,Bangalore",13.092356,77.61346800000001,120.0
Owner,0,0,2,BHK,855.2357112999999,1,1,"silicon city,Indore",22.72056,75.84722,20.5
Builder,0,0,2,BHK,887.2832369999999,1,0,"Joka,Kolkata",22.452032,88.298947,30.7
Owner,0,0,2,BHK,1000.0,1,1,"koyana vasahat,Karad",17.28,74.2,23.0
Owner,0,0,3,BHK,1750.198886,1,1,"Samarth Nagar,Aurangabad",19.878748,75.320274,110.0
Dealer,0,0,2,BHK,713.7990331,1,1,"4 Bunglows,Lalitpur",24.69028,78.41889,220.0
Dealer,0,0,3,BHK,942.5474487,1,1,"LIC Colony,Lalitpur",19.243627,72.84951099999999,220.0
Dealer,0,1,1,BHK,700.0,1,1,"Karanjade,Lalitpur",24.69028,78.41889,42.0
Dealer,0,0,2,BHK,1340.996169,1,1,"Sector - 6 Dharuhera,Dharuhera",28.214131,76.798913,35.0
Dealer,0,1,3,BHK,2074.074074,1,0,"Sector-70A Gurgaon,Gurgaon",28.384116,77.024406,140.0
Builder,0,1,3,BHK,1135.975725,1,0,"Raebareli Road,Lucknow",26.75,81.0,59.9
Dealer,0,0,3,BHK,1770.956316,1,1,"Sector 11 Kharghar,Maharashtra",19.037971,73.070481,180.0
Dealer,0,0,3,BHK,1212.252879,1,1,"Kamadenu Lay out Konapana Agrahara,Bangalore",12.852426,77.660475,55.8
Owner,0,1,3,BHK,1300.191205,1,1,"Raj Nagar,Ghaziabad",28.682219,77.445819,68.0
Dealer,0,0,3,BHK,1800.055386,1,1,"Ahinsa Khand 2,Ghaziabad",28.9196,76.8972,65.0
Dealer,0,0,2,BHK,989.1808346,1,1,"Guduvancheri,Chennai",12.842686,80.063733,32.0
Dealer,1,1,2,BHK,1020.134228,0,1,"Mira Road,Maharashtra",19.283359,72.864964,76.0
Owner,0,0,1,BHK,646.6784245,1,1,"Amroli,Surat",21.23994,72.85651999999999,11.0
Dealer,1,0,3,BHK,1386.292835,0,1,"Bariatu,Ranchi",23.399528,85.357421,53.4
Dealer,0,0,2,BHK,1135.172896,1,1,"Sector 15 Kharghar,Mumbai",19.040416,73.078151,130.0
Dealer,0,0,1,RK,220.0014915,1,1,"Eksar,Lalitpur",24.69028,78.41889,59.0
Dealer,1,1,3,BHK,1782.531194,0,0,"Perungudi,Chennai",12.961,80.2409,170.0
Dealer,0,1,1,BHK,452.2933182,1,0,"Kolshet Road,Maharashtra",19.249861,72.96386600000001,63.9
Dealer,1,0,4,BHK,2823.363332,0,1,"Lalpur,Ranchi",23.368714,85.34384,160.0
Dealer,0,1,3,BHK,1795.101936,1,1,"Thanisandra,Bangalore",13.055985,77.622157,140.0
Dealer,0,1,3,BHK,1295.097132,1,1,"Sector-74 Noida,Noida",28.577673,77.389781,56.0
Dealer,0,0,3,BHK,1785.714286,1,1,"Kundli,Sonipat",28.874383,77.113251,38.5
Dealer,0,0,2,BHK,1150.180743,1,1,"Jessore Road,Kolkata",22.54111,88.33778000000001,70.0
Owner,0,0,3,BHK,1350.21097,1,1,"Race Course,Dehradun",30.313141,78.044472,80.0
Dealer,0,1,2,BHK,925.9259259,1,1,"Moshi,Pune",18.669919,73.853723,40.5
Dealer,0,1,3,BHK,1625.036732,1,1,"Sector 80 Faridabad,Faridabad",28.381971000000004,77.347688,55.3
Dealer,0,0,2,BHK,1149.773071,1,1,"Palanpur,Surat",21.17,72.83,38.0
Owner,0,0,1,BHK,659.9208095,1,1,"Narayan Nagar,Surat",21.220324,72.830118,15.0
Dealer,0,0,3,BHK,1400.050543,1,1,"Sector 84 Faridabad,Faridabad",28.40473,77.367514,55.4
Dealer,1,1,2,BHK,1149.933658,0,0,"Akota,Vadodara",22.2951,73.1686,26.0
Dealer,0,1,2,BHK,1007.005254,1,1,"Balagere,Bangalore",12.93687,77.720248,69.0
Dealer,0,0,3,BHK,1840.640223,1,1,"Zirakpur,Chandigarh",30.662283,76.822397,52.9
Owner,0,0,3,BHK,1399.9243279999998,1,1,"Medavakkam,Chennai",12.91716,80.19287,74.0
Dealer,0,0,3,BHK,1799.775028,1,1,"JP Nagar,Bangalore",12.905368,77.580403,80.0
Dealer,0,0,3,BHK,2349.336057,1,1,"NH-8,Dharuhera",12.973237,77.64685899999999,69.0
Dealer,1,1,3,BHK,1548.837209,0,1,"Gomti Nagar Extension,Lucknow",21.0,77.0,66.6
Owner,0,0,3,BHK,1288.327751,1,1,"Nayabad,Kolkata",22.483471,88.417711,50.0
Owner,0,0,1,BHK,688.954145,1,1,"Khopoli,Raigad",18.79143,73.34418000000001,30.5
Dealer,0,1,2,BHK,744.7402718,1,1,"Goregaon (East),Lalitpur",19.1615,72.8731,160.0
Builder,1,1,4,BHK,2131.25,0,0,"Mala Road,Kota",25.025959,75.873414,68.2
Dealer,0,0,2,BHK,985.0211657,1,1,"Sector-4 Vaishali,Ghaziabad",28.644695,77.33895600000001,60.5
Owner,0,0,2,BHK,700.0350017999999,1,1,"Ambattur,Chennai",13.0983,80.1622,40.0
Dealer,0,0,2,BHK,1070.02065,1,1,"Munnekollal,Bangalore",12.96991,77.59796,57.0
Owner,0,0,2,BHK,825.0825083,1,1,"Kalyan (West),Maharashtra",19.245347,73.124577,45.0
Dealer,0,0,3,BHK,1431.087627,1,1,"Chetla,Kolkata",22.514724,88.334822,130.0
Owner,0,0,2,BHK,963.9414495,1,1,"TNHB Avadi,Chennai",13.12,80.1,54.0
Owner,0,1,1,BHK,500.0,1,1,"Sector-168 Noida,Noida",28.494868,77.410298,36.0
Dealer,0,1,2,BHK,1073.138517,1,1,"Taloja,Lalitpur",24.69028,78.41889,65.0
Owner,0,0,2,BHK,1016.138673,1,1,"Sonarpur,Kolkata",22.4426,88.4304,34.0
Dealer,1,0,3,BHK,1017.005669,0,1,"Kestopur,Kolkata",22.605438,88.422084,30.5
Dealer,1,0,2,BHK,740.0722022000001,0,1,"Barrackpore,Kolkata",22.75,88.36667,24.6
Dealer,0,0,1,BHK,722.0852413,1,1,"Budigere,Bangalore",13.141581,77.749756,41.0
Builder,1,1,1,BHK,473.965287,0,0,"Moshi,Pune",18.669919,73.853723,28.4
Owner,0,0,1,BHK,490.02849,1,1,"Kotturppuram,Chennai",13.0156,80.2467,43.0
Owner,0,1,2,BHK,1200.192031,1,1,"Sector-117 Mohali,Mohali",30.723932,76.67447299999999,50.0
Dealer,0,0,3,BHK,2176.183844,1,1,"Kharavela Nagar,Bhubaneswar",20.26444,85.82806,250.0
Owner,0,0,3,BHK,1725.4128670000002,1,1,"Ahinsa Khand 2,Ghaziabad",28.9196,76.8972,70.0
Owner,0,0,1,BHK,10.97990637,1,1,"Ganesh Colony,Jalgaon",21.047939000000003,75.77055899999999,27.3
Dealer,0,0,1,BHK,620.0326926,1,1,"Sector 29 Vashi,Lalitpur",28.4694,77.0675,110.0
Dealer,0,0,3,BHK,1400.11383,1,1,"Sector 84 Faridabad,Faridabad",28.40473,77.367514,49.2
Dealer,0,1,3,BHK,1580.404096,1,1,"Zirakpur,Chandigarh",30.662283,76.822397,57.1
Dealer,0,0,3,BHK,1590.091221,1,1,"Koperkhairane,Lalitpur",24.69028,78.41889,190.0
Dealer,0,0,2,BHK,1100.052383,1,1,"Sector 18 Kamothe,Maharashtra",19.0168,73.09646,84.0
Dealer,1,1,1,BHK,490.6990231,0,0,"Kanjur Marg (East),Lalitpur",24.69028,78.41889,110.0
Dealer,0,0,2,BHK,1250.0,1,1,"Uttarahalli,Bangalore",12.90579,77.54264,45.0
Dealer,0,0,4,BHK,2600.183542,1,1,"Sector-79 Mohali,Mohali",30.678174,76.712936,85.0
Dealer,0,0,3,BHK,1372.790793,1,1,"Ajmer Road,Jaipur",26.928785,75.828002,33.4
Owner,0,0,2,BHK,1140.385372,1,1,"Pali Khera,Mathura",27.473198,77.644713,29.0
Dealer,0,1,2,BHK,935.0788138,1,1,"Raj Nagar Extension,Ghaziabad",26.900926,75.775927,35.0
Dealer,0,1,2,BHK,924.9471459,1,1,"Electronic City,Bangalore",12.8458,77.6727,35.0
Owner,0,0,1,BHK,677.7777778,1,1,"Chanod Colony,Vapi",20.366670000000003,72.9,12.2
Owner,0,1,3,BHK,955.8706388,1,1,"Bhayli,Vadodara",22.288976,73.128222,60.0
Dealer,0,0,3,BHK,1598.622725,1,1,"Sector-9 Ulwe,Lalitpur",28.716907,77.12469899999999,130.0
Dealer,0,0,2,BHK,1100.016923,1,1,"NIBM,Pune",18.475864,73.89000899999999,65.0
Dealer,0,1,3,BHK,1150.075415,1,1,"Sector-1 Vaishali,Ghaziabad",28.6423,77.3445,61.0
Dealer,0,1,3,BHK,2007.411983,1,1,"Sector-109 Gurgaon,Gurgaon",28.510825,77.006087,130.0
Owner,0,0,2,BHK,1200.300075,1,1,"Alwar Bypass Road,Bhiwadi",28.2102,76.8606,32.0
Dealer,1,0,3,BHK,2024.820379,0,1,"Mohali,Chandigarh",30.696627000000003,76.693764,62.0
Dealer,0,0,3,BHK,1668.335002,1,1,"Ramprastha Greens,Ghaziabad",28.651918,77.348794,100.0
Owner,0,0,2,BHK,645.8756228,1,1,"Sarfabad village opposite Raghav global school,Noida",40.9703393,-85.21677340000001,35.0
Dealer,1,1,2,BHK,1282.0,0,0,"Sushant Golf City,Lucknow",26.781748,81.006714,44.87
Dealer,0,1,2,BHK,1102.080624,1,1,"Sector-117 Mohali,Mohali",30.723932,76.67447299999999,33.9
Owner,0,0,1,BHK,639.0434962,1,1,"Dighi,Pune",19.524064000000003,75.057956,31.0
Dealer,0,0,3,BHK,1800.180018,1,1,"Kalyani Nagar,Pune",18.5481,73.8995,160.0
Owner,0,0,2,BHK,1215.139442,1,1,"Electronics City Phase 1,Bangalore",12.840956,77.659441,61.0
Dealer,0,0,3,BHK,2142.73941,1,1,"Sector-93 B Noida,Noida",28.5216,77.3863,130.0
Dealer,0,0,3,BHK,1599.671862,1,1,"Noida Extension,Noida",28.579004,77.431173,58.5
Dealer,1,0,2,BHK,999.0917348,0,1,"Thane West,Maharashtra",19.18,72.96333,55.0
Dealer,0,1,2,BHK,1206.125491,1,1,"Ghodbunder Road,Mumbai",28.743724,76.81131500000001,89.0
Owner,0,0,2,BHK,1250.0,1,1,"SV NAGAR NAGARAM,Secunderabad",17.45,78.5,31.0
Dealer,0,0,4,BHK,4480.286738000001,1,1,"Sector-65 Gurgaon,Gurgaon",28.403138,77.070052,400.0
Dealer,0,0,3,BHK,1527.076236,1,1,"Akshaya Nagar,Bangalore",12.96991,77.59796,130.0
Dealer,1,1,1,BHK,670.0321248,0,1,"Balkum,Mumbai",19.222101,72.988231,73.0
Dealer,0,1,3,BHK,3020.279016,1,1,"Sector-78 Noida,Noida",28.560719,77.386208,210.0
Owner,1,0,2,BHK,12001.92031,0,1,"Perundurai,Erode",11.27,77.58,250.0
Dealer,1,1,2,BHK,571.4285714,0,0,"Chandivali,Lalitpur",24.69028,78.41889,100.0
Dealer,1,0,3,BHK,1303.171871,0,1,"Naya Bazaar,Cuttack",20.456001,85.92598199999999,53.0
Dealer,0,0,3,BHK,2430.307362,1,1,"Malibu Town,Gurgaon",28.422621000000003,77.04029399999999,170.0
Owner,0,0,3,BHK,1600.0,1,1,"Yelahanka,Bangalore",13.11389,77.59833,90.0
Owner,0,0,2,BHK,1156.0,1,1,"Gajuwaka,Visakhapatnam",17.7,83.2167,28.9
Owner,0,0,3,BHK,1400.124456,1,1,"City Centre 1,Kolkata",22.587921,88.408098,90.0
Owner,0,0,2,BHK,1000.0,1,1,"Harshraj Colony,Amravati",21.0,77.0,47.0
Dealer,0,1,3,BHK,1758.0872010000005,1,1,"Sector-137 Noida,Noida",28.506454,77.40956800000001,75.0
Dealer,0,1,3,BHK,1515.151515,1,1,"Sector-1 Vaishali,Ghaziabad",28.6423,77.3445,76.0
Owner,0,0,2,BHK,1291.563616,1,1,"Aquem Alto,Margao",15.274681,73.977179,47.0
Dealer,0,0,2,BHK,963.9134888,1,1,"Chandivali,Lalitpur",24.69028,78.41889,160.0
Owner,0,0,2,BHK,891.1211925000001,1,1,"Kashiviswanath Road,Rajkot",22.29691,70.79836,55.0
Dealer,1,1,3,BHK,1609.707776,0,1,"Zirakpur,Chandigarh",30.662283,76.822397,65.0
Owner,0,1,3,BHK,1405.152225,1,1,"Jalahalli,Bangalore",13.0519,77.5416,90.0
Dealer,0,0,3,BHK,1350.308642,1,1,"Chitrakoot,Jaipur",26.91667,75.86667,35.0
Dealer,0,0,3,BHK,1600.0,1,1,"Begur,Bangalore",12.8706,77.6279,64.0
Owner,0,0,2,BHK,850.1594049,1,1,"Ambattur,Chennai",13.0983,80.1622,40.0
Dealer,0,0,2,BHK,963.081862,1,1,"Dombivli (East),Lalitpur",19.2167,73.0833,54.0
Builder,1,1,4,BHK,1928.460342,0,0,"Dwarka,Lalitpur",24.69028,78.41889,86.8
Dealer,0,0,3,BHK,1450.245426,1,1,"Zirakpur,Chandigarh",30.662283,76.822397,32.5
Owner,0,0,2,BHK,919.982884,1,1,"Anthon Nagar,Pune",18.52361,73.84778,43.0
Dealer,0,0,2,BHK,900.0,1,1,"Arera Colony,Bhopal",23.21118,77.43290999999999,22.5
Dealer,1,0,4,BHK,4265.565875,0,1,"Malleshwaram,Bangalore",13.0097,77.5648,620.0
Dealer,0,0,5,BHK,5464.868700999999,1,1,"Boat Club Road,Pune",18.538651,73.87804,770.0
Dealer,0,0,3,BHK,1638.291038,1,1,"PAL,Surat",21.17,72.83,51.0
Dealer,0,0,3,BHK,1163.016088,1,1,"Sector 11 Kharghar,Lalitpur",19.037971,73.070481,120.0
Owner,0,1,2,BHK,1420.166362,1,1,"Sector-119 Noida,Noida",28.587711,77.403123,70.0
Dealer,0,1,3,BHK,2001.0005,1,1,"Pimple Nilakh,Pune",18.576018,73.793901,200.0
Owner,0,0,4,BHK,2238.80597,1,1,"Zirakpur,Chandigarh",30.662283,76.822397,57.0
Dealer,0,0,2,BHK,1145.172657,1,1,"Sector-20 Roadpali,Lalitpur",28.5822,77.3293,65.0
Dealer,1,1,3,BHK,903.045727,0,0,"Balkum,Lalitpur",24.69028,78.41889,110.0
Dealer,0,0,3,BHK,1150.012778,1,1,"Kalyani,Kolkata",22.975,88.43444000000001,45.0
Dealer,1,1,3,BHK,1580.13544,0,1,"Zirakpur,Chandigarh",30.662283,76.822397,56.0
Dealer,0,0,3,BHK,1300.070274,1,1,"Gandhi Path,Jaipur",25.879721,86.587391,37.0
Dealer,0,0,3,BHK,2879.97696,1,1,"Nariman Point,Lalitpur",18.929183,72.822232,3200.0
Dealer,0,0,3,BHK,165232.0675,1,0,"Sector-150 Noida,Noida",28.429614,77.481711,9790.0
Dealer,0,0,3,BHK,1748.5029940000002,1,1,"Sector-105 Mohali,Mohali",30.658839,76.681686,58.4
Dealer,0,0,2,BHK,810.0289296,1,1,"New Town,Kolkata",22.5922,88.484911,42.0
Dealer,0,1,2,BHK,1080.175303,1,1,"Zirakpur,Mohali",30.65,76.82,41.9
Dealer,0,0,2,BHK,1085.014041,1,1,"Kharghar,Maharashtra",19.038205,73.06612,85.0
Owner,0,0,2,BHK,1085.187195,1,1,"Gandhi Nagar,Ranchi",23.408608,85.317729,40.0
Dealer,0,0,2,BHK,1195.057727,1,1,"Marathahalli,Bangalore",12.95619,77.70194000000001,59.0
Owner,0,0,3,BHK,1550.151976,1,1,"Bariatu,Ranchi",23.399528,85.357421,51.0
